longitude,latitude,housing_age,homeowner_income,house_price
-118.35,34.06,52,3.2411,250000
-118.35,34.06,48,3.7167,385000
-118.35,34.06,52,5.3819,440900
-118.35,34.05,33,2.6781,328800
-118.35,34.06,48,3.2279,400000
-118.36,34.06,39,3.25,355000
-118.36,34.06,52,2.9605,500001
-118.37,34.06,52,4.5192,446000
-118.37,34.06,52,5.5596,500001
-118.38,34.06,28,3.1475,362500
-118.38,34.06,29,2.7824,450000
-118.38,34.06,31,2.8233,310000
-118.38,34.06,25,3.5556,500000
-118.37,34.05,35,3.0862,345300
-118.37,34.04,52,3.825,278500
-118.37,34.05,48,4.005,275000
-118.37,34.05,41,2.9883,296100
-118.37,34.06,52,5.0858,470000
-118.37,34.05,52,4.0583,444300
-118.37,34.05,52,3.625,440900
-118.37,34.06,52,4.0217,500001
-118.36,34.05,48,3.3824,322600
-118.36,34.05,47,4.0625,295200
-118.36,34.05,48,3.2813,243600
-118.36,34.04,49,2.7917,242000
-118.36,34.05,45,3.3333,254700
-118.36,34.05,50,3.0833,338100
-118.38,34.05,52,3.0707,417900
-118.39,34.05,47,5.7509,474100
-118.38,34.05,52,4.2404,351000
-118.38,34.05,52,4.4191,334100
-118.38,34.05,49,4.8958,333600
-118.38,34.05,40,3.238,287500
-118.38,34.05,35,3.0956,500001
-118.35,34.05,47,2.5806,234100
-118.35,34.05,44,2.0984,158000
-118.36,34.05,42,2.8793,202100
-118.36,34.05,45,2.5658,252000
-118.35,34.05,46,2.8841,290800
-118.34,34.05,50,3.1944,213500
-118.34,34.05,39,2.2725,140600
-118.35,34.05,52,3.6435,195800
-118.34,34.05,52,2.6654,259400
-118.32,34.04,39,2.532,172700
-118.32,34.04,39,2.2554,165000
-118.32,34.04,48,2.3526,156300
-118.33,34.04,31,2.913,192500
-118.33,34.05,46,2.0706,268500
-118.33,34.04,52,3.6373,420000
-118.34,34.05,41,2.7409,167100
-118.34,34.04,35,2.5955,139700
-118.34,34.04,40,2.2254,127100
-118.34,34.04,37,1.7014,123200
-118.35,34.04,36,1.8685,150700
-118.35,34.04,49,3.0856,151600
-118.35,34.04,45,2.1711,179200
-118.36,34.04,48,2.3214,139400
-118.36,34.04,45,3.5161,157000
-118.35,34.04,38,2.3687,146800
-118.36,34.03,43,2.1078,133500
-118.37,34.03,37,3.0694,122200
-118.36,34.04,34,2.0538,125800
-118.35,34.04,41,2.4635,169400
-118.35,34.03,44,1.9,110900
-118.35,34.04,45,2.5625,138000
-118.34,34.04,42,2.6,171400
-118.34,34.03,48,1.6581,118800
-118.34,34.04,42,1.9408,134600
-118.35,34.03,35,1.975,138100
-118.33,34.04,33,2.5927,161500
-118.33,34.03,33,1.7377,183900
-118.33,34.04,48,2.628,251100
-118.32,34.04,47,1.8333,151100
-118.32,34.04,42,2.0259,168800
-118.32,34.04,44,2.8654,176800
-118.32,34.03,35,2.1046,114000
-118.33,34.03,39,1.9018,137500
-118.32,34.03,47,3.0132,223200
-118.32,34.03,50,2.8971,127800
-118.32,34.03,47,3.1731,121500
-118.32,34.02,52,2.6098,127100
-118.32,34.02,51,2.0304,133400
-118.32,34.02,47,2.0042,114200
-118.33,34.02,45,1.8783,118200
-118.33,34.02,46,2.1979,125700
-118.33,34.03,46,1.6429,125000
-118.34,34.02,48,4.2218,181000
-118.34,34.02,44,3.5357,156900
-118.35,34.03,49,1.89,124000
-118.35,34.03,43,2.2273,123300
-118.35,34.02,52,3.25,134700
-118.35,34.03,42,1.9928,125400
-118.36,34.03,36,2.1324,143800
-118.36,34.03,40,1.8316,113500
-118.36,34.03,38,2.2368,120000
-118.36,34.03,35,1.6452,125900
-118.36,34.03,38,2.0879,120700
-118.37,34.03,43,3.3636,140900
-118.34,34.03,46,2.4444,134100
-118.34,34.02,49,2.5156,136600
-118.34,34.02,50,3.1442,130300
-118.34,34.03,49,3.4306,130200
-118.34,34.03,47,1.3444,125000
-118.36,34.02,43,1.7159,189700
-118.37,34.03,41,3.9732,188400
-118.37,34.02,44,2.6154,193200
-118.28,34.05,35,1.5565,152500
-118.28,34.04,39,2.1696,153400
-118.29,34.04,41,2.0817,132500
-118.29,34.05,40,1.8571,143800
-118.29,34.04,48,2.4359,123700
-118.3,34.04,50,1.7225,180000
-118.3,34.05,51,2.4297,162500
-118.3,34.05,39,1.2786,121900
-118.31,34.05,38,1.9336,190600
-118.31,34.05,35,2.1162,229200
-118.31,34.05,26,2.3536,500000
-118.31,34.04,33,2.4048,208300
-118.31,34.04,29,2.0658,214600
-118.31,34.03,29,0.8351,150000
-118.32,34.03,31,1.9531,227800
-118.31,34.04,52,2.5833,234600
-118.3,34.04,24,1.7109,175000
-118.3,34.04,37,2.006,150000
-118.31,34.04,37,1.767,170300
-118.29,34.04,44,2.0405,143000
-118.3,34.03,41,1.78,162500
-118.3,34.04,35,2.1518,152800
-118.29,34.04,31,2.1542,128100
-118.29,34.04,32,2.1471,125000
-118.29,34.03,42,1.9167,136400
-118.28,34.03,45,2.0673,151600
-118.29,34.03,42,1.2875,179200
-118.29,34.03,29,1.0219,258300
-118.29,34.03,38,2.0848,135200
-118.29,34.03,22,0.7473,168800
-118.29,34.03,27,2.135,119600
-118.31,34.03,46,2.025,135500
-118.31,34.03,52,2.8295,132200
-118.31,34.02,52,2.45,111400
-118.31,34.02,44,1.4712,105800
-118.31,34.02,45,2.4519,98100
-118.31,34.02,52,1.2434,98400
-118.3,34.03,47,2.1571,147900
-118.3,34.03,40,2.7125,150000
-118.31,34.03,47,1.23,138400
-118.3,34.03,37,1.8564,187500
-118.31,34.03,34,2.1173,156600
-118.31,34.02,23,1.3187,127100
-118.31,34.02,46,2.2981,112100
-118.3,34.02,49,1.85,116800
-118.29,34.02,21,2.087,141300
-118.3,34.02,34,1.631,137500
-118.3,34.02,31,1.5781,119300
-118.28,34.02,29,0.4999,500001
-118.27,34.03,50,1.7546,175000
-118.27,34.03,51,1.7115,125000
-118.28,34.04,19,1.6089,162500
-118.28,34.04,24,1.2969,160200
-118.28,34.04,25,1.4167,200000
-118.28,34.04,20,2.1806,180000
-118.28,34.05,44,1.6037,275000
-118.28,34.03,41,1.8539,147500
-118.28,34.03,40,1.7976,164600
-118.28,34.04,48,2.2232,162500
-118.27,34.02,39,1.875,127300
-118.28,34.02,52,1.9375,38800
-118.27,34.02,40,0.9234,187500
-118.28,34.03,26,0.844,350000
-118.28,34.03,25,1.2989,225000
-118.25,34.02,50,2.1944,158300
-118.24,34.03,52,1.8333,312500
-118.26,34.03,49,1.2096,100000
-118.25,34.03,52,2.1905,124000
-118.25,34.02,32,1.6302,130700
-118.26,34.02,38,1.5652,123100
-118.26,34.02,38,2.131,136500
-118.26,34.02,40,1.8382,126400
-118.26,34.02,37,2.1667,117700
-118.26,34.02,48,1.3134,96200
-118.26,34.02,46,2.0703,114800
-118.26,34.02,41,1.5603,109600
-118.26,34.02,39,2.2356,119500
-118.25,34.02,35,1.913,114300
-118.25,34.02,33,2.1957,100800
-118.25,34.01,28,1.2396,90300
-118.25,34.02,32,2.3304,119900
-118.24,34.02,48,1.8485,90600
-118.24,34.01,48,2.375,107500
-118.24,34.01,43,1.8929,99200
-118.25,34.01,31,2.1466,100800
-118.24,34.01,30,1.7813,127500
-118.25,34.01,45,1.0898,93400
-118.25,34.01,36,1.2857,99300
-118.25,34.01,43,1.3287,107200
-118.25,34.01,43,1.7425,100500
-118.25,34.01,30,1.4464,110200
-118.26,34.01,38,1.4653,118800
-118.26,34.01,47,1.5089,115800
-118.26,34.01,37,1.9074,99600
-118.27,34.01,42,1.4524,126800
-118.26,34.01,46,2.1776,118300
-118.27,34.02,21,2.319,97200
-118.27,34.01,35,1.8652,116100
-118.27,34.01,35,1.2206,129200
-118.27,34.01,47,1.4327,114100
-118.27,34.01,43,2.0817,113300
-118.27,34,46,2.148,103800
-118.27,34,48,1.7052,107400
-118.27,34,47,1.75,95800
-118.26,34.01,43,1.8641,108200
-118.26,34,41,1.6221,104200
-118.25,34,36,1.7237,105800
-118.25,34,36,1.6382,105000
-118.25,34,32,1.5781,102900
-118.25,34,41,1.303,90400
-118.25,34,34,1.4792,95800
-118.24,34,23,1.2056,87500
-118.24,34,43,0.9463,95000
-118.25,34,29,2.2813,101300
-118.24,34,38,1.7132,108200
-118.24,33.99,44,1.875,98600
-118.24,33.99,41,1.6731,88200
-118.25,33.99,42,1.5556,98500
-118.25,33.99,39,2.1793,107900
-118.26,34,27,0.8941,91900
-118.26,34,37,1.9208,103400
-118.27,34,40,1.852,101500
-118.27,34,43,1.3403,110800
-118.27,34,43,1.8917,106900
-118.26,33.99,47,1.8242,95000
-118.26,33.99,36,1.6901,103500
-118.27,33.99,30,1.9531,100000
-118.27,33.99,35,1.4886,100000
-118.27,33.99,38,1.8086,97100
-118.28,34.01,46,1.8824,162500
-118.28,34.02,46,2.1382,156300
-118.29,34.01,40,1.1667,143800
-118.3,34.01,48,1.9152,122300
-118.3,34.02,27,1.2446,103800
-118.29,34.02,26,1.1563,118800
-118.3,34.02,42,1.6699,108000
-118.3,34.01,35,1.7961,111700
-118.31,34.01,50,1.7386,109400
-118.31,34.02,41,1.6667,116900
-118.31,34.02,43,1.6955,115200
-118.31,34.01,39,2.0417,117100
-118.31,34.02,46,1.6851,108800
-118.31,34.01,48,2.5263,121000
-118.31,34.01,52,1.8214,123200
-118.31,34.01,52,3.0759,123700
-118.29,34.01,42,2.3942,123200
-118.29,34.01,50,1.6505,125000
-118.3,34,52,1.6875,116000
-118.3,34.01,52,2.5885,136200
-118.3,34.01,52,2.0625,134400
-118.28,34.01,34,1.7143,132000
-118.28,34,46,2.3403,114100
-118.29,34,6,1.4639,112500
-118.29,34.01,39,1.6036,137500
-118.29,34.01,30,1.0539,142500
-118.28,34.01,50,1.8656,122900
-118.28,34,43,1.2065,103600
-118.28,34.01,52,1.2175,131300
-118.28,34.01,48,2.3309,126600
-118.28,34,38,2.125,118800
-118.28,34,42,2.0938,119200
-118.28,34,42,1.2778,112500
-118.28,34,44,1.432,124000
-118.28,34,48,2.1607,96100
-118.29,34,44,2.1354,105800
-118.29,34,41,1.2347,111700
-118.29,34,52,2.7727,128600
-118.3,34,40,1.1806,134600
-118.3,34,52,1.5179,116100
-118.29,34,52,2.0809,109600
-118.3,34,52,2.0958,116400
-118.3,34,52,3.05,111600
-118.31,34,52,1.6892,129100
-118.3,34,52,2,128000
-118.31,34,52,1.933,120000
-118.31,34,52,2.1116,122500
-118.31,34,47,1.9792,116400
-118.31,33.99,48,1.6559,101400
-118.31,33.99,47,2.0915,126600
-118.31,33.99,45,2.2339,104800
-118.31,33.99,44,1.7083,100000
-118.29,33.99,46,1.5846,114800
-118.3,33.99,47,1.8317,96500
-118.3,33.99,47,1.9853,101100
-118.28,33.99,46,1.275,98300
-118.29,33.99,46,2.0542,103400
-118.28,33.99,52,2.5848,101900
-118.28,33.99,49,1.7159,95000
-118.28,33.99,46,1.7849,99300
-118.32,34.01,52,2.6667,128000
-118.32,34.02,50,4.2554,194300
-118.32,34.02,48,3.3906,189700
-118.32,34.01,50,3.1548,157700
-118.32,34.01,47,2.4022,123400
-118.33,34.02,46,4.26,182600
-118.33,34.01,47,3.7727,193000
-118.33,34.02,42,3.5,181100
-118.32,34.01,44,2.4934,165800
-118.33,34.01,43,2.0217,187500
-118.33,34.01,44,1.9231,188500
-118.33,34.01,44,1.9631,181300
-118.32,34,50,1.95,112600
-118.32,34,50,2.4583,120900
-118.33,34,47,2.2054,121500
-118.33,34,47,2.3333,133300
-118.33,34,24,0.9304,151600
-118.32,33.99,43,2.5909,98700
-118.32,33.99,49,1.9779,114200
-118.33,33.99,44,2.8542,126500
-118.33,33.99,46,3.2083,149600
-118.34,33.99,48,4.8125,170500
-118.32,33.99,48,2.1875,115200
-118.32,33.99,43,3.7167,108900
-118.33,33.99,43,2.8274,122500
-118.34,33.99,46,3.1731,140300
-118.32,33.98,47,2.175,114700
-118.32,33.98,40,3.2344,104300
-118.32,33.98,47,1.9732,101000
-118.32,33.98,46,3.0833,103300
-118.33,33.98,28,1.8806,113900
-118.33,33.98,32,1.6477,108900
-118.33,33.98,38,1.8472,149100
-118.34,33.99,48,2.9643,140400
-118.34,33.98,46,2.9315,149000
-118.35,33.99,47,4.9531,180100
-118.35,33.98,47,3.8235,207600
-118.34,33.99,34,1.675,166700
-118.32,33.98,44,2.2396,108600
-118.32,33.97,52,3.5114,138800
-118.32,33.98,49,1.7067,118600
-118.33,33.98,30,1.6531,118500
-118.33,33.97,44,2.5363,158800
-118.33,33.97,47,4.1635,156400
-118.36,34.02,46,3.8643,195800
-118.36,34.01,33,6.5044,350400
-118.37,34.02,33,4.4028,246800
-118.38,34.02,31,4.3077,140600
-118.33,34.02,11,0.8702,170500
-118.34,34.01,35,2.5568,312500
-118.34,34.01,37,1.7945,106300
-118.34,34.01,38,1.6187,266700
-118.34,34.02,44,4.0357,187800
-118.35,34.02,34,1.7622,167900
-118.35,34.02,34,1.5143,118800
-118.35,34.02,27,1.4589,87500
-118.35,34.01,33,3.6629,353200
-118.35,34.01,35,3.5486,332100
-118.35,34,28,3.25,301000
-118.28,33.99,35,1.8818,100000
-118.28,33.99,37,1.4625,103000
-118.29,33.99,39,2.5547,108900
-118.29,33.98,41,1.0516,108300
-118.29,33.99,43,1.9375,112900
-118.3,33.99,44,1.1645,98200
-118.3,33.99,43,2.5437,94500
-118.3,33.98,44,1.9556,93300
-118.3,33.99,45,1.84,91400
-118.31,33.98,44,5.1136,111700
-118.31,33.99,49,2.895,108000
-118.31,33.98,52,2,96500
-118.31,33.98,52,3.5982,96600
-118.31,33.98,50,1.825,106600
-118.31,33.98,52,2.3977,112200
-118.32,33.98,49,2.2138,119800
-118.29,33.98,44,1.9125,97200
-118.29,33.98,48,3.4444,93100
-118.3,33.98,52,2.9432,94000
-118.3,33.98,48,1.6611,95800
-118.3,33.98,48,3.0455,102400
-118.3,33.98,44,2.9375,95200
-118.29,33.98,42,1.3479,100000
-118.29,33.98,46,1.4042,110000
-118.28,33.98,39,1.9564,92200
-118.28,33.98,47,2.2411,93000
-118.28,33.98,45,0.9337,92300
-118.28,33.98,19,0.9809,121400
-118.29,33.98,30,1.223,100000
-118.28,33.97,31,1.689,102600
-118.28,33.97,31,1.9219,107000
-118.28,33.97,35,1.375,100000
-118.29,33.97,43,1.7734,107300
-118.3,33.97,46,3.375,98500
-118.3,33.97,44,2.0673,99800
-118.3,33.97,42,2.6311,124100
-118.3,33.97,50,2.1221,119400
-118.31,33.97,52,3.2188,124200
-118.31,33.97,47,2.7917,125800
-118.31,33.97,52,3.725,142600
-118.31,33.97,48,3.0917,136100
-118.31,33.94,41,2.7401,131700
-118.3,33.95,50,3.1346,120000
-118.31,33.95,43,3.2708,131000
-118.31,33.95,44,4.0043,133500
-118.31,33.95,44,4.8295,149600
-118.31,33.94,43,3.0682,142000
-118.31,33.96,43,1.747,121000
-118.31,33.96,43,1.528,131800
-118.31,33.96,46,3.4643,136300
-118.31,33.96,48,4.0625,138700
-118.29,33.97,48,3.5208,134200
-118.29,33.96,36,1.4868,113200
-118.3,33.96,43,2.8299,109500
-118.3,33.96,39,2.6518,136300
-118.28,33.96,41,1.2273,98400
-118.28,33.96,34,1.6156,102100
-118.28,33.97,34,1.6652,99000
-118.29,33.96,31,1.3096,116300
-118.3,33.96,47,3.9722,117400
-118.31,33.96,52,3.0625,127400
-118.31,33.96,47,4.4861,140400
-118.31,33.96,47,3.7143,140300
-118.26,33.99,30,1.5521,97500
-118.27,33.98,30,1.625,101500
-118.28,33.99,38,1.5109,104000
-118.27,33.99,41,1.8047,101800
-118.28,33.98,43,1.575,97500
-118.27,33.98,45,1.3042,99200
-118.27,33.98,39,1.3801,97000
-118.27,33.98,44,2.125,92500
-118.26,33.98,43,1.2315,98200
-118.26,33.97,46,1.7121,98200
-118.26,33.97,44,1.9556,96300
-118.26,33.97,46,1.55,100600
-118.26,33.97,46,1.5962,95700
-118.27,33.97,45,1.64,96800
-118.28,33.97,40,1.5521,90100
-118.27,33.97,39,2.0754,101400
-118.28,33.97,38,1.6027,97300
-118.27,33.96,38,1.0208,86400
-118.27,33.96,42,2.037,92600
-118.28,33.96,37,1.9348,99100
-118.26,33.97,47,1.4625,94200
-118.26,33.96,40,1.5303,95300
-118.26,33.96,39,1.5812,94000
-118.26,33.97,52,1.5326,90600
-118.27,33.97,34,1.1557,90100
-118.27,33.96,38,0.5495,91700
-118.27,33.96,34,1.6467,90900
-118.27,33.95,39,1.2091,97900
-118.26,33.95,38,1.6898,95100
-118.26,33.95,44,1.2969,94400
-118.26,33.96,39,1.7167,100000
-118.26,33.96,37,1.3971,89800
-118.28,33.96,42,1.7656,96700
-118.28,33.95,40,2.1437,94800
-118.28,33.96,42,1.615,101300
-118.28,33.96,39,1.8472,99100
-118.28,33.96,23,1.5313,91400
-118.29,33.95,35,2.0917,99300
-118.29,33.95,32,1.6029,89700
-118.29,33.96,39,1.5294,111400
-118.29,33.95,40,1.9655,102300
-118.29,33.95,39,1.9702,93200
-118.28,33.94,43,2.7917,105600
-118.29,33.94,34,2.3352,107700
-118.27,33.95,35,1.5,93600
-118.27,33.95,43,1.8814,94900
-118.27,33.94,30,1.5268,91600
-118.28,33.94,38,1.5714,89700
-118.28,33.95,41,1.4103,86200
-118.27,33.95,40,1.8798,101300
-118.27,33.95,34,2.3365,98000
-118.27,33.95,34,2.2946,88800
-118.27,33.95,29,2.3056,98500
-118.25,33.95,35,1.0375,89800
-118.26,33.94,45,2.25,93400
-118.26,33.95,44,1.6389,96700
-118.26,33.95,44,1.5147,94600
-118.26,33.94,44,1.6887,99600
-118.25,33.94,37,1.6333,94500
-118.26,33.94,41,1.65,94200
-118.27,33.94,38,1.5872,89800
-118.26,33.94,44,2,90300
-118.26,33.93,35,1.4917,93200
-118.27,33.93,41,2.6458,91300
-118.27,33.94,34,2.0789,92400
-118.27,33.94,37,1.6645,94900
-118.27,33.93,36,1.8191,92700
-118.26,33.93,36,1.5256,95400
-118.26,33.93,42,1.1326,104800
-118.25,33.93,42,2.5,110200
-118.26,33.92,40,1.7986,98900
-118.27,33.92,36,1.7262,88800
-118.27,33.94,43,1.6625,88700
-118.27,33.94,30,1.449,93100
-118.27,33.94,39,1.1468,96900
-118.28,33.93,21,1.4329,94100
-118.28,33.94,32,1.1051,94200
-118.28,33.94,9,0.8952,81300
-118.28,33.94,44,3.0788,100000
-118.28,33.93,42,2.5179,97400
-118.29,33.93,43,3.3836,129900
-118.29,33.94,47,2.5398,105700
-118.28,33.93,41,2.0313,122600
-118.29,33.92,40,2.875,120200
-118.29,33.93,41,2.2778,128100
-118.27,33.93,38,1.2098,88400
-118.28,33.92,39,1.5114,90400
-118.28,33.93,43,2.2969,90600
-118.28,33.93,45,3.5833,90600
-118.28,33.93,52,0.4999,90600
-118.25,33.94,44,2.3333,99800
-118.25,33.94,43,1.1434,91300
-118.25,33.94,43,0.8527,90400
-118.23,33.95,37,0.6831,87500
-118.24,33.95,40,1.35,89500
-118.24,33.95,37,1.4792,97500
-118.24,33.95,36,1.25,97400
-118.24,33.95,21,0.9708,107600
-118.25,33.95,28,1.5427,95700
-118.24,33.95,37,1.6513,90200
-118.25,33.95,25,1.1384,100000
-118.25,33.93,40,0.9889,87500
-118.25,33.93,36,0.9298,100000
-118.25,33.93,42,1.1346,85400
-118.24,33.94,37,2,84200
-118.24,33.94,34,2.0769,88300
-118.24,33.93,37,1.5132,86300
-118.24,33.93,32,1.0625,89800
-118.24,33.94,42,0.9705,90000
-118.24,33.94,39,1.7212,95500
-118.23,33.94,39,2.0187,90100
-118.23,33.94,35,2.1607,97600
-118.23,33.94,36,2.3333,92100
-118.24,33.94,30,1.2679,92000
-118.23,33.93,36,1.3,87000
-118.23,33.93,39,0.8478,104900
-118.24,33.93,32,0.8984,88700
-118.39,34.12,29,8.2816,500001
-118.4,34.11,32,15.0001,500001
-118.42,34.12,27,12.3767,500001
-118.43,34.11,27,12.7296,500001
-118.43,34.09,27,7.9835,500001
-118.45,34.12,20,9.7449,500001
-118.44,34.09,36,15.0001,500001
-118.43,34.08,46,15.0001,500001
-118.45,34.08,52,7.1576,500001
-118.45,34.1,31,11.8442,500001
-118.46,34.08,35,7.8426,500001
-118.47,34.1,32,11.1978,500001
-118.49,34.11,27,13.2935,500001
-118.48,34.07,29,10.7937,500001
-118.48,34.07,40,8.5153,500001
-118.48,34.07,37,12.8665,500001
-118.49,34.06,42,15.0001,500001
-118.49,34.07,36,13.5728,500001
-118.51,34.11,29,13.947,500001
-118.5,34.05,39,15,500001
-118.53,34.09,37,8.1888,500001
-118.52,34.05,45,4.825,500001
-118.52,34.04,47,6.5147,500001
-118.57,34.09,14,11.2866,500001
-118.54,34.05,33,8.565,500001
-118.55,34.04,41,8.8619,500001
-118.56,34.03,34,8.2934,500001
-118.56,34.06,24,7.3031,500001
-118.54,34.06,21,11.4233,500001
-118.55,34.03,35,6.0307,500001
-118.52,34.04,42,10.8082,500001
-118.52,34.04,43,13.6842,500001
-118.53,34.04,45,9.1078,500001
-118.53,34.03,40,7.0318,500001
-118.5,34.05,36,15.0001,500001
-118.55,33.99,39,7.9096,500001
-118.51,34.04,38,10.1882,500001
-118.47,34.06,45,7.6447,500001
-118.47,34.06,45,9.4664,500001
-118.48,34.05,48,9.5221,500001
-118.49,34.05,42,15.0001,500001
-118.47,34.06,26,4.801,500001
-118.46,34.06,20,4.2554,500001
-118.47,34.05,25,3.5909,500001
-118.46,34.05,25,3.7721,337500
-118.46,34.05,21,4.6197,387500
-118.47,34.05,22,4.7009,500001
-118.47,34.05,27,4.175,500001
-118.48,34.05,36,6.7496,500001
-118.49,34.05,45,7.0285,500001
-118.42,34.08,46,15.0001,500001
-118.43,34.07,34,10.3467,500001
-118.43,34.07,38,7.7382,500001
-118.44,34.07,26,7.1674,500001
-118.44,34.07,35,8.9565,500001
-118.44,34.06,28,5.5,500001
-118.44,34.07,21,2.0511,350000
-118.44,34.06,14,2.2857,500001
-118.45,34.07,13,1.3125,350000
-118.45,34.07,19,1.583,350000
-118.45,34.06,20,2.2444,500000
-118.46,34.06,46,7.0674,500001
-118.46,34.07,43,6.7703,500001
-118.46,34.07,49,14.2867,500001
-118.46,34.07,42,9.2225,500001
-118.44,34.06,9,3.2545,500001
-118.44,34.05,18,4.4674,500001
-118.44,34.05,32,4.7109,500000
-118.44,34.05,15,5.7097,316700
-118.43,34.06,11,7.2675,500001
-118.43,34.06,41,5.3777,500001
-118.43,34.05,22,5.2555,500001
-118.44,34.06,13,6.2389,500001
-118.42,34.06,40,6.1527,500001
-118.43,34.06,31,7.4219,500001
-118.43,34.06,38,4.1908,500001
-118.43,34.06,20,5.1999,500001
-118.42,34.06,44,10.8045,500001
-118.42,34.06,52,6.871,500001
-118.42,34.05,38,4.8304,500001
-118.43,34.05,52,6.7115,500001
-118.43,34.05,24,3.9673,477300
-118.44,34.05,20,4.1141,305000
-118.44,34.05,22,4.8618,500001
-118.43,34.04,52,5.8587,494700
-118.45,34.05,28,2.1875,181300
-118.45,34.04,22,3.6673,283300
-118.45,34.04,23,2.7679,277500
-118.46,34.05,25,2.6509,410000
-118.45,34.05,23,3.7549,275000
-118.46,34.04,19,3.2663,337500
-118.47,34.04,21,3.5335,268800
-118.45,34.04,19,3.0173,393800
-118.46,34.04,25,3.0069,325000
-118.46,34.04,25,3.6976,360000
-118.46,34.04,17,3.1235,420800
-118.46,34.04,31,3.287,348100
-118.45,34.04,21,3.9489,360200
-118.45,34.03,45,2.6528,300000
-118.45,34.03,39,3.7813,336300
-118.44,34.04,49,2.1875,225000
-118.44,34.04,16,0.536,350000
-118.44,34.04,31,3.0714,347800
-118.43,34.04,52,5.2954,485100
-118.42,34.04,46,4.925,409800
-118.43,34.04,42,4.5833,427500
-118.41,34.05,16,5.8758,500001
-118.42,34.05,33,5.0151,500001
-118.42,34.05,52,7.8164,500001
-118.4,34.05,26,5.0762,500001
-118.4,34.04,40,9.272,500001
-118.4,34.04,42,12.8483,500001
-118.4,34.03,36,8.1484,500001
-118.41,34.03,33,3.7277,500001
-118.41,34.04,49,8.0239,500001
-118.39,34.05,35,4.0283,412500
-118.39,34.05,42,5.222,500001
-118.4,34.05,34,3.6953,500001
-118.39,34.05,25,4.0153,460000
-118.41,34.04,52,10.9805,500001
-118.41,34.04,52,11.1768,500001
-118.41,34.03,36,5.1637,500001
-118.42,34.04,51,6.626,500001
-118.42,34.04,52,5.6454,500001
-118.39,34.04,45,7.3028,500001
-118.39,34.04,44,5.5951,461300
-118.4,34.04,43,8.5938,500001
-118.4,34.05,43,10.4519,500001
-118.39,34.05,42,6.6368,500001
-118.38,34.04,35,2.2961,207700
-118.38,34.04,31,2.7226,254200
-118.38,34.04,45,6.2895,340400
-118.38,34.04,36,2.0437,309100
-118.38,34.04,39,3.4063,271600
-118.39,34.04,41,4.125,237500
-118.39,34.04,52,4.7386,340400
-118.39,34.04,49,3.9038,308300
-118.39,34.03,28,3.2228,232500
-118.39,34.03,25,3.0574,319400
-118.4,34.03,24,3.2222,319400
-118.4,34.03,43,6.5669,372800
-118.41,34.03,26,2.8418,327300
-118.4,34.02,19,3.116,300000
-118.4,34.02,27,2.4135,184400
-118.41,34.03,24,3.1642,366700
-118.41,34.02,24,3.5022,281300
-118.41,34.02,16,3.0965,320000
-118.39,34.03,19,3.1415,55000
-118.4,34.03,13,3.4058,275000
-118.38,34.03,36,2.9344,222100
-118.39,34.03,39,3.7206,230900
-118.37,34.04,43,3.1827,202800
-118.37,34.04,42,2.767,143000
-118.38,34.03,43,2.6402,185700
-118.37,34.04,25,2.25,333300
-118.37,34.04,43,4.0781,289400
-118.42,34.03,45,5.0866,427300
-118.43,34.03,45,5.2099,373600
-118.43,34.03,39,3.2308,340800
-118.43,34.03,26,3.1875,372700
-118.42,34.03,44,3.3542,344200
-118.44,34.03,25,3.2396,352400
-118.43,34.03,36,3.6467,346700
-118.44,34.03,37,3.625,357600
-118.44,34.03,37,4.2434,331000
-118.44,34.03,30,3.125,343800
-118.45,34.03,41,3.3482,318100
-118.45,34.03,41,4.0231,353900
-118.44,34.03,41,4.2411,350900
-118.44,34.02,37,6.2583,386000
-118.44,34.01,43,4.5795,400000
-118.44,34.01,41,5.1708,418800
-118.45,34.01,37,5.8666,440100
-118.45,34.01,40,6.3516,354300
-118.45,34.01,36,6.4755,405800
-118.44,34.02,32,4.0429,500001
-118.43,34.01,43,5.3403,489800
-118.44,34.02,39,6.2917,465700
-118.43,34.02,38,3.9091,500001
-118.43,34.02,42,8.1631,500001
-118.43,34.02,41,4.3906,500001
-118.42,34.03,44,4.5278,374300
-118.41,34.03,20,3.6019,463600
-118.42,34.02,21,3.6488,340800
-118.42,34.02,34,4.9676,414100
-118.42,34.02,28,3.1941,394700
-118.42,34.02,34,2.2402,450000
-118.41,34.02,34,3.3462,307000
-118.42,34.02,22,3.1746,348800
-118.42,34.02,26,3.4269,301900
-118.41,34.02,35,3.725,310000
-118.41,34.02,19,3.3955,225000
-118.41,34.02,27,3.0833,315500
-118.42,34.01,33,4.7083,420100
-118.42,34.01,32,3.5667,394000
-118.43,34.01,27,2.697,412500
-118.43,34.01,41,6.4232,446600
-118.43,34.01,31,4.7009,500001
-118.44,34.01,42,6.0804,420000
-118.44,34,44,2.599,362200
-118.44,34,44,4.75,355800
-118.45,34,39,4.7,334700
-118.44,34,40,3.875,321300
-118.43,34,30,3.3995,324000
-118.44,34,22,3.1579,243100
-118.44,34,41,4.1083,324300
-118.42,34.01,42,3.099,335400
-118.42,34.01,29,3.6611,344200
-118.42,34,31,3.9798,458600
-118.43,34,28,2.7058,310900
-118.46,34.01,43,5.6428,343100
-118.46,34,39,2.918,345600
-118.46,34,37,5.1664,326700
